energy,tempo,danceability,genre,loudness,liveness,valence,artist,time_signature,speechiness,track_popularity,album,name,instrumentalness,mode,key,duration_ms,acousticness,id,popularity,release_year
0.594,129.995,0.853,electronic,-6.823,0.0469,0.83,"BLOND:ISH, Stevie Appleton",4.0,0.0371,71,Never Walk Alone,Never Walk Alone,0.134,0.0,6.0,188360.0,0.052,4HB7ECLzrbgapiZyLlFbxz,1,2024
0.867,124.015,0.747,electronic,-7.311,0.114,0.684,"Fred again.., Obongjayar",4.0,0.088,70,adore u,adore u,0.00413,1.0,0.0,220653.0,0.582,3YgtkOxZsTuaZdL8McA1FQ,1,2023
0.606,123.006,0.567,electronic,-6.543,0.0686,0.314,"Kygo, Sandro Cavazza",4.0,0.0438,68,Hold On Me,Hold On Me,0.0,0.0,10.0,171785.0,0.0801,4aPX3IT9cskOWmeZvOYc5s,1,2024
0.937,123.993,0.651,electronic,-4.078,0.119,0.666,"Jain, Ian Asher",4.0,0.0468,69,Makeba (Ian Asher Remix),Makeba - Ian Asher Remix,0.0975,1.0,7.0,125179.0,0.236,67eYAnkdTu8BMcIx29z26L,1,2023
0.888,123.031,0.671,electronic,-4.285,0.0951,0.412,"Tiësto, Soaky Siren",4.0,0.0412,69,Tantalizing,Tantalizing,0.0106,0.0,10.0,146341.0,0.0022,799db91cR00On6N158VLHS,1,2024
0.714,127.993,0.634,electronic,-7.529,0.374,0.409,"Robin Schulz, CYRIL, Sam Martin",4.0,0.104,69,World Gone Wild (feat. Sam Martin),World Gone Wild (feat. Sam Martin),0.0025,1.0,7.0,146523.0,0.00882,4arNFfHtD5FPYcpUUiUOM1,1,2024
0.897,124.025,0.689,electronic,-4.487,0.0676,0.582,"Jax Jones, Calum Scott",4.0,0.034,69,Whistle (feat. Calum Scott),Whistle (feat. Calum Scott),4.6e-06,0.0,10.0,181957.0,0.145,4q05KbxYZ5JdkmrletgPjF,1,2023
0.863,130.02,0.652,electronic,-4.853,0.6,0.805,"Gabry Ponte, Sean Paul, NATTI NATASHA",4.0,0.0523,69,Born To Love Ya,Born To Love Ya,0.0,0.0,7.0,155077.0,0.0921,5Nwh8kghoqebxmco5ZWbDt,1,2024
0.688,127.938,0.608,electronic,-8.597,0.08,0.214,Lost Frequencies,4.0,0.0499,68,Love Is The Only Thing,Love Is The Only Thing,0.00736,0.0,5.0,171094.0,0.0554,4r6c2ClnuYLwNv4lEM7XlW,1,2024
0.951,74.973,0.772,electronic,-3.375,0.036,0.4,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",4.0,0.271,68,2 Times,2 Times,0.000738,0.0,9.0,152000.0,0.0634,03xIKiQXopptD4Sv8ijvcG,1,2024
0.88,130.085,0.588,electronic,-5.15,0.0667,0.523,"Alok, Bebe Rexha",4.0,0.0354,68,Deep In Your Love,Deep In Your Love,6.89e-05,1.0,7.0,144649.0,0.0243,0sftzYE0YgPHXrvJyUyGjB,1,2024
0.831,126.056,0.785,electronic,-3.681,0.086,0.673,"The Blessed Madonna, Clementine Douglas",4.0,0.0444,68,Happier (feat. Clementine Douglas),Happier (feat. Clementine Douglas),0.0105,1.0,0.0,170359.0,0.0038,1TcF5F10EN17vraisG1gQv,1,2024
0.8,119.984,0.724,electronic,-5.468,0.0823,0.925,"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",4.0,0.0541,68,Honey Boy (feat. Nile Rodgers & Shenseea),Honey Boy (feat. Nile Rodgers & Shenseea),9.38e-05,0.0,5.0,227283.0,0.0103,1NpIUD4KqHaMT91kw0YV40,1,2024
0.953,141.99,0.631,electronic,-3.739,0.108,0.422,Marshmello,4.0,0.0343,68,Alone,Alone,0.0155,1.0,2.0,273803.0,0.0241,3MEYFivt6bilQ9q9mFWZ4g,1,2016
0.432,81.109,0.695,latin,-8.195,0.296,0.765,Los Ángeles Azules,4.0,0.0479,71,Una Lluvia De Rosas,El Listón De Tu Pelo,0.0,0.0,11.0,216107.0,0.312,5hrxAFrYbNTLjAYSrmbpgr,1,1999
0.483,90.941,0.738,latin,-9.097,0.086,0.774,Los Ángeles Azules,4.0,0.0526,68,Una Lluvia De Rosas,17 Años,0.0,1.0,0.0,181307.0,0.467,1Y372uxsCkKqNclj2ercap,1,1999
0.538,80.096,0.72,latin,-8.874,0.0654,0.805,Grupo Mojado,4.0,0.0455,73,Sueño Y Realidad,Piensa En Mí,0.0,1.0,10.0,177040.0,0.348,1xKP7GVLY33i5jmx1bB1Kk,1,1996
0.681,99.998,0.725,latin,-5.277,0.107,0.762,"FloyyMenor, Ozuna, Anitta",4.0,0.0376,73,Gata Only (Remix),Gata Only (Remix),0.0,0.0,8.0,230526.0,0.318,0JGTfiC4Z41GEEpMYLbWwO,1,2024
0.519,100.025,0.763,latin,-7.426,0.0816,0.804,FloyyMenor,4.0,0.0636,83,EL COMIENZO,PELIGROSA,6.42e-06,0.0,6.0,134930.0,0.22,42wdz3j7gstgUuhoFLCXqd,1,2024
0.854,117.994,0.786,latin,-2.4,0.106,0.522,"Myke Towers, Bad Bunny",4.0,0.0741,77,ADIVINO,ADIVINO,2.39e-05,0.0,10.0,278644.0,0.169,0LZy30mVmxqUpdQmaXKXBd,1,2024
0.578,167.985,0.724,latin,-7.117,0.0943,0.757,"Mora, SAIKO",4.0,0.0819,71,ESTRELLA,REINA,1.06e-06,1.0,10.0,211879.0,0.632,0QRHOAeU8JRaVVn3UoZBih,1,2023
0.645,119.935,0.801,latin,-5.605,0.118,0.528,"Bad Bunny, Mora",4.0,0.0706,70,nadie sabe lo que va a pasar mañana,HIBIKI,0.0,0.0,6.0,208000.0,0.604,4qSEvFGCpde73gqIuq3sho,1,2023
0.621,139.056,0.787,latin,-5.009,0.58,0.13,Bad Bunny,4.0,0.068,77,nadie sabe lo que va a pasar mañana,MONACO,0.000402,0.0,4.0,267194.0,0.15,4MjDJD8cW7iVeWInc2Bdyj,1,2023
0.724,94.601,0.847,latin,-5.41,0.118,0.396,"Bad Bunny, Young Miko",4.0,0.298,73,nadie sabe lo que va a pasar mañana,FINA,1.11e-06,1.0,1.0,216328.0,0.0869,3nNmRE0DxHC6ZaKkrpUumS,1,2023
0.795,94.969,0.845,latin,-3.502,0.224,0.681,Rauw Alejandro,4.0,0.0681,81,PLAYA SATURNO,DILUVIO,1.78e-05,0.0,9.0,197053.0,0.343,2kz1YOhJiNubjigR1gB1VX,1,2023
0.738,169.918,0.841,latin,-7.455,0.0892,0.484,"KAROL G, Peso Pluma",4.0,0.307,83,MAÑANA SERÁ BONITO (BICHOTA SEASON),QLONA,0.0,0.0,7.0,172798.0,0.52,5RqSsdzTNPX1uzkmlHCFvK,1,2023
0.8,143.978,0.652,latin,-4.019,0.112,0.234,Bad Bunny,4.0,0.0614,74,WHERE SHE GOES,WHERE SHE GOES,0.629,0.0,9.0,231704.0,0.143,7ro0hRteUMfnOioTFI5TG1,1,2023
0.706,140.017,0.863,latin,-5.555,0.0786,0.686,"Eladio Carrion, Bad Bunny",4.0,0.103,73,3MEN2 KBRN,Coco Chanel,4.43e-05,0.0,3.0,208125.0,0.143,0PB0O24JqAuNdOAFVJljMS,1,2023
0.703,123.06,0.713,latin,-5.769,0.321,0.576,"Arcángel, Bad Bunny",4.0,0.194,69,La Jumpa,La Jumpa,0.0,1.0,8.0,255693.0,0.298,5MxFWjuqQIsbNWbMdMdbli,1,2022
0.712,92.005,0.911,latin,-5.105,0.0933,0.425,"Bad Bunny, Chencho Corleone",4.0,0.0817,81,Un Verano Sin Ti,Me Porto Bonito,2.68e-05,0.0,1.0,178567.0,0.0901,6Sq7ltF9Qa7SNFBsV5Cogx,1,2022
0.475,98.047,0.801,latin,-8.797,0.0639,0.234,Bad Bunny,4.0,0.0516,79,Un Verano Sin Ti,Efecto,1.73e-05,0.0,7.0,213061.0,0.141,5Eax0qFko2dh7Rl2lYs3bx,1,2022
0.715,106.672,0.65,latin,-5.198,0.126,0.187,Bad Bunny,4.0,0.253,79,Un Verano Sin Ti,Tití Me Preguntó,0.000291,0.0,5.0,243717.0,0.0993,1IHWl5LamUGEuP4ozKQSXZ,1,2022
0.684,114.011,0.795,latin,-3.971,0.658,0.419,"Bad Bunny, JHAYCO",4.0,0.0419,76,Un Verano Sin Ti,Tarot,0.0,0.0,11.0,237895.0,0.0225,41oY4WCTj5kccfesTVFnvN,1,2022
0.786,196.12,0.663,latin,-3.51,0.219,0.579,"Bad Bunny, Tony Dize",4.0,0.195,73,Un Verano Sin Ti,La Corriente,0.0,0.0,11.0,198367.0,0.229,1797zYiX4cKosMH836X9Gt,1,2022
0.707,127.963,0.771,latin,-6.404,0.0745,0.317,"Mora, JHAYCO",4.0,0.055,73,MICRODOSIS,MEMORIAS,0.0,0.0,2.0,228750.0,0.389,2hLXUbsOU9cDb9RFva9FYr,1,2022
0.856,91.995,0.815,latin,-3.825,0.244,0.872,Tego Calderón,4.0,0.122,78,El Abayarde,Pa' Que Retozen,8.34e-05,0.0,1.0,151667.0,0.4,5YJ4BVvTFmVCxUyhKejHfR,1,2003
0.86,175.896,0.725,latin,-3.726,0.0674,0.791,"Aventura, Bad Bunny",4.0,0.182,74,Volví,Volví,0.000284,1.0,1.0,230125.0,0.422,2vmfvSoZBFAt9hhRoEByLi,1,2021
0.688,153.979,0.659,latin,-4.649,0.113,0.632,"Mora, Bad Bunny, Sech",4.0,0.0673,73,Volando (Remix),Volando - Remix,0.0,1.0,6.0,273474.0,0.207,0G2zPzWqVjR68iNPmx2TBe,1,2021
0.648,179.951,0.644,latin,-4.601,0.135,0.44,Bad Bunny,4.0,0.118,75,Yonaguni,Yonaguni,0.0,1.0,1.0,206710.0,0.276,2JPLbjOn0wPCngEot2STUS,1,2021
0.637,92.025,0.811,latin,-4.835,0.118,0.471,Bad Bunny,4.0,0.0591,72,EL ÚLTIMO TOUR DEL MUNDO,TE MUDASTE,0.000572,0.0,10.0,130014.0,0.234,5RubKOuDoPn5Kj5TLVxSxY,1,2020
0.618,81.993,0.856,latin,-4.892,0.0866,0.391,"Bad Bunny, ROSALÍA",4.0,0.286,74,EL ÚLTIMO TOUR DEL MUNDO,LA NOCHE DE ANOCHE,0.0,1.0,7.0,203201.0,0.0303,2XIc1pqjXV3Cr2BQUGNBck,1,2020
0.759,91.952,0.78,latin,-3.292,0.143,0.579,"ROSALÍA, Ozuna",4.0,0.225,69,"Yo x Ti, Tu x Mi","Yo x Ti, Tu x Mi",0.000868,1.0,1.0,201040.0,0.462,7BlBVFwvbWvcwNcUarQmjk,1,2019
0.573,109.928,0.731,latin,-10.059,0.113,0.145,"Bad Bunny, JHAYCO",4.0,0.0544,75,EL ÚLTIMO TOUR DEL MUNDO,DÁKITI,5.22e-05,0.0,4.0,205090.0,0.401,4MzXwWMhyBbmu6hOcLVD49,1,2020
0.765,174.021,0.691,latin,-4.727,0.203,0.855,"Anuel AA, Bad Bunny",4.0,0.111,74,Emmanuel,Hasta Que Dios Diga,3.29e-06,1.0,8.0,246000.0,0.464,06s3QtMJVXw1AJX3UfvZG1,1,2020
0.829,96.172,0.607,latin,-4.074,0.107,0.685,"Bad Bunny, Jowell & Randy, Ñengo Flow",4.0,0.379,72,YHLQMDLG,Safaera,0.0,1.0,2.0,295177.0,0.0103,2DEZmgHKAvm41k4J3R2E9Y,1,2020
0.848,179.87,0.685,latin,-4.561,0.0783,0.761,Bad Bunny,4.0,0.0858,70,YHLQMDLG,La Difícil,7.14e-06,0.0,8.0,163084.0,0.0861,6NfrH0ANGmgBXyxgV2PeXt,1,2020
0.791,92.023,0.86,latin,-4.784,0.106,0.887,Bad Bunny,4.0,0.0568,73,YHLQMDLG,A Tu Merced,0.000106,1.0,0.0,175918.0,0.169,4r9jkMEnArtWGH2rL2FZl0,1,2020
0.603,129.928,0.9,latin,-5.313,0.134,0.824,Bad Bunny,4.0,0.0646,74,YHLQMDLG,Si Veo a Tu Mamá,4.81e-06,1.0,2.0,170972.0,0.402,41wtwzCZkXwpnakmwJ239F,1,2020
0.801,93.992,0.762,latin,-3.661,0.254,0.81,Bad Bunny,4.0,0.0409,68,YHLQMDLG,La Zona,7.04e-05,0.0,1.0,136893.0,0.2,5kqNIqFjijuzvVLhuY9B8j,1,2020
0.758,97.014,0.86,latin,-5.16,0.344,0.453,Bad Bunny,4.0,0.0695,69,YHLQMDLG,Yo Perreo Sola,6.54e-05,1.0,11.0,172127.0,0.021,0SqqAgdovOE24BzxIClpjw,1,2020
0.703,94.004,0.879,latin,-4.219,0.0569,0.788,"Rauw Alejandro, Farruko",4.0,0.0701,71,Fantasias,Fantasias,0.0,1.0,1.0,199711.0,0.143,6mAN61JH0dzyZpWslS11jy,1,2019
0.596,165.951,0.819,latin,-7.009,0.138,0.622,"Darell, Brytiago",4.0,0.318,70,Velitas,Velitas,1.19e-06,1.0,2.0,225542.0,0.225,7q3NthaBqFI6s0WnAlnIvq,1,2019
0.646,176.088,0.756,latin,-5.795,0.108,0.429,"J Balvin, Bad Bunny",4.0,0.319,82,OASIS,LA CANCIÓN,1.81e-05,1.0,7.0,242573.0,0.152,0fea68AdmYNygeTGI4RC18,1,2019
0.791,92.603,0.639,latin,-4.443,0.362,0.933,"J Balvin, Bad Bunny",4.0,0.254,75,OASIS,QUE PRETENDES,0.0,0.0,10.0,222347.0,0.0275,25ZAibhr3bdlMCLmubZDVt,1,2019
0.624,176.169,0.61,latin,-4.773,0.243,0.244,"Bad Bunny, Tainy",4.0,0.309,72,Callaita,Callaita,2.12e-06,1.0,2.0,250534.0,0.6,2TH65lNHgvLxCKXM3apjxI,1,2019
0.689,97.963,0.882,latin,-4.027,0.0501,0.746,"ROSALÍA, J Balvin, El Guincho",4.0,0.124,69,Con Altura,Con Altura,0.00325,1.0,6.0,161627.0,0.39,2qG5sZ7Si6sdK74qLxedYM,1,2019
0.647,95.982,0.857,latin,-4.152,0.0842,0.553,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",4.0,0.0984,69,Verte Ir,Verte Ir,1.2e-06,0.0,11.0,267500.0,0.391,4lzxJ4jCuFDXXGkE1LmpKR,1,2019
0.86,93.989,0.737,latin,-2.652,0.0574,0.656,"Daddy Yankee, Snow",4.0,0.0593,76,Con Calma,Con Calma,1.94e-06,0.0,8.0,193227.0,0.11,5w9c2J52mkdntKOmRLeM2m,1,2019
0.836,96.993,0.746,latin,-4.336,0.116,0.874,"Becky G, Bad Bunny",4.0,0.0445,70,MALA SANTA,Mayores,0.00291,0.0,5.0,203187.0,0.145,2AY1UAimvTqjJC8vDJsOyy,1,2019
0.673,87.961,0.818,latin,-7.542,0.172,0.695,"Mora, JHAYCO",4.0,0.148,74,Primer Dia de Clases,512,0.0,0.0,4.0,193636.0,0.348,5jzEwSyyymBlf1fa1o39T2,1,2021
0.711,173.916,0.718,latin,-5.746,0.1,0.92,J Balvin,4.0,0.11,72,La Familia B Sides,Ay Vamos,5.52e-05,0.0,8.0,226413.0,0.157,6Ges5C2IE738iJh4HyQizQ,1,2014
0.701,175.95,0.73,latin,-5.885,0.151,0.785,Maluma,4.0,0.106,82,"Pretty Boy, Dirty Boy",Borro Cassette,0.0,0.0,5.0,207307.0,0.132,6DUdDIRgLqCGq1DwkNWQTN,1,2015
0.746,175.965,0.746,latin,-5.046,0.274,0.733,"J Balvin, Farruko",4.0,0.102,69,La Familia,6 AM,0.0,0.0,5.0,243227.0,0.152,3uvypVUsiIr1B0BccIcsEh,1,2013
0.681,140.006,0.807,latin,-6.268,0.0962,0.676,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",4.0,0.0983,69,Sensualidad,Sensualidad,0.0,1.0,11.0,297485.0,0.423,5hcisvFMidkMJlElTO9Qmw,1,2017
0.69,106.034,0.799,latin,-7.252,0.143,0.682,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",4.0,0.1,70,Sigue Bailandome,Sigue Bailandome,0.001,1.0,7.0,352442.0,0.282,0GmiGIxXDNrePrHBpijYDp,1,2018
0.812,87.864,0.683,latin,-4.493,0.0872,0.724,"J Balvin, Zion & Lennox",4.0,0.0711,69,Vibras,No Es Justo,0.000404,1.0,7.0,250840.0,0.161,5qFeMRz4TvetPmzjre9Dq7,1,2018
0.598,83.836,0.55,latin,-5.402,0.0955,0.543,"Bad Bunny, Mora",4.0,0.0831,74,YHLQMDLG,Una Vez,2.58e-06,0.0,11.0,232496.0,0.132,5J7teKIJGtqVypgYI6sqXj,1,2020
0.761,168.022,0.714,latin,-4.596,0.241,0.906,"Ozuna, J Balvin, Chencho Corleone",4.0,0.0427,69,ENOC,Una Locura,0.00035,0.0,5.0,230693.0,0.139,5y7DaS3jAc9eZzcSOoUIwU,1,2020
0.617,168.021,0.713,latin,-4.637,0.0962,0.682,"Myke Towers, Juhn",4.0,0.0887,70,Bandido,Bandido,0.0,1.0,8.0,232853.0,0.122,1xK1Gg9SxG8fy2Ya373oqb,1,2020
0.675,79.31,0.627,latin,-7.125,0.0784,0.961,"J Balvin, Bad Bunny, Marciano Cantero",4.0,0.212,75,OASIS,UN PESO,0.0,0.0,5.0,277107.0,0.125,7hynhxDoDpgMIV12JuVtNa,1,2019
0.706,88.863,0.635,latin,-3.224,0.108,0.443,"KAROL G, Mariah Angeliq",4.0,0.125,70,KG0516,EL MAKINON,0.0,0.0,5.0,209160.0,0.256,2FSGUA0gFgGeQdprjtGM2M,1,2021
0.766,130.001,0.762,latin,-3.955,0.128,0.442,Farruko,4.0,0.0343,76,Pepas,Pepas,6.98e-05,1.0,7.0,287120.0,0.00776,5fwSHlTEWpluwOM0Sxnh5k,1,2021
0.745,94.979,0.793,latin,-4.579,0.293,0.716,Myke Towers,4.0,0.0571,69,ALMAS GEMELAS,ALMAS GEMELAS,0.000189,1.0,7.0,235411.0,0.182,2KcNrONbZ0hvBPjvrDO2tx,1,2021
0.766,93.956,0.737,latin,-4.242,0.114,0.662,"Bad Bunny, Yaviah",4.0,0.0458,70,YHLQMDLG,Bichiyal,6.63e-06,0.0,10.0,196500.0,0.31,4j4w4CXm6BSr0s25wAWrrX,1,2020
0.703,169.888,0.639,latin,-6.33,0.0865,0.138,"Tainy, Bad Bunny, Julieta Venegas",4.0,0.0794,70,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1.78e-06,0.0,4.0,207301.0,0.0889,4gzsuuZypVbxs0Af1LSZyB,1,2021
0.7,93.991,0.843,latin,-3.563,0.14,0.899,"Becky G, KAROL G",4.0,0.0803,69,MAMIII,MAMIII,0.0,0.0,4.0,226088.0,0.0934,1ri9ZUkBJVFUdgwzCnfcYs,1,2022
0.694,90.02,0.869,latin,-3.35,0.0878,0.511,"Rauw Alejandro, Chencho Corleone",4.0,0.0783,68,Desesperados,Desesperados,0.00125,0.0,1.0,224997.0,0.356,6ZOcbKub95XSDESsKKuH41,1,2021
0.636,174.14,0.695,latin,-4.654,0.081,0.575,"Shakira, Rauw Alejandro",4.0,0.317,70,Te Felicito,Te Felicito,0.0,1.0,5.0,172235.0,0.234,2rurDawMfoKP4uHyb2kJBt,1,2022
0.903,78.293,0.564,latin,-3.221,0.175,0.607,Bad Bunny,4.0,0.307,71,Un Verano Sin Ti,Después de la Playa,0.0,1.0,5.0,230400.0,0.356,1dm6z1fWB0cErMszU25dy2,1,2022
0.674,99.968,0.804,latin,-5.453,0.115,0.292,Bad Bunny,4.0,0.0333,79,Un Verano Sin Ti,Moscow Mule,1.18e-06,0.0,5.0,245940.0,0.294,6Xom58OOXk2SoU711L2IXO,1,2022
0.584,115.018,0.849,latin,-8.195,0.492,0.724,Bad Bunny,4.0,0.115,71,Un Verano Sin Ti,Agosto,6.18e-06,0.0,1.0,139041.0,0.0929,0wihfILRNOwE2156Shezc8,1,2022
0.673,181.891,0.655,latin,-5.98,0.0753,0.342,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",4.0,0.308,70,Yo Te Quiero Pa Mi,Hola - Remix,0.0,0.0,0.0,249520.0,0.473,17I27VXKtqXJHL6ReaG0eS,1,2022
0.858,92.523,0.627,latin,-2.824,0.21,0.342,"KAROL G, Maldy",4.0,0.386,68,GATÚBELA,GATÚBELA,0.0,0.0,11.0,209160.0,0.263,1ga4PztXOIw1yBbdUt2X8v,1,2022
0.694,95.0,0.703,latin,-4.808,0.12,0.298,Anuel AA,4.0,0.0607,71,¿Qué Nos Pasó?,¿Qué Nos Pasó?,5.8e-06,0.0,3.0,245739.0,0.436,7k3qWn8D43a5ISa3x8lJux,1,2022
0.739,179.879,0.704,latin,-3.286,0.0856,0.425,Rauw Alejandro,4.0,0.112,70,VICE VERSA,Sexo Virtual,1.93e-05,1.0,8.0,208292.0,0.328,1lV3QHHMAQt0Kc1ioZq2MP,1,2021
0.846,98.026,0.734,latin,-3.425,0.235,0.604,"Rvssian, Rauw Alejandro, Chris Brown",4.0,0.0489,70,Nostálgico,Nostálgico,1.74e-06,0.0,9.0,209884.0,0.166,2BEcap3xJtmiPaHKyfQi4e,1,2021
0.479,169.922,0.812,latin,-5.678,0.0756,0.559,"Yng Lvcas, Peso Pluma",4.0,0.333,79,La Bebe (Remix),La Bebe - Remix,1.21e-06,0.0,2.0,234353.0,0.213,2UW7JaomAMuX9pZrjVpHAU,1,2023
0.892,97.008,0.791,latin,-2.58,0.0609,0.916,"Ryan Castro, Peso Pluma, SOG",4.0,0.0521,74,QUEMA,QUEMA,0.000355,1.0,0.0,150619.0,0.0509,2hn2zOA2XFlv6DSmesylrL,1,2023
0.737,91.986,0.708,latin,-4.045,0.0955,0.607,Myke Towers,4.0,0.0436,82,LA VIDA ES UNA,LALA,0.00162,1.0,1.0,197920.0,0.0739,7ABLbnD53cQK00mhcaOUVG,1,2023
0.711,102.984,0.822,latin,-4.943,0.083,0.934,Darell,4.0,0.0668,71,EVERYBODY GO TO THE DISCOTEK,Lollipop,1.46e-05,1.0,6.0,199947.0,0.179,3cDyocF0Ibdfs1SFQk5cLZ,1,2023
0.812,162.087,0.785,latin,-3.174,0.107,0.903,"Ozuna, Anuel AA, Chris Jedi",4.0,0.0644,72,Cosmo,Pa Ti Estoy,0.0,1.0,3.0,206103.0,0.147,3j5zNcb0aSk7dx3W3mAKzw,1,2023
0.794,92.998,0.843,latin,-4.686,0.25,0.796,"Brray, JHAYCO, Ryan Castro",4.0,0.0426,69,Corazón Roto (Remix),Corazón Roto - Remix,1.22e-06,0.0,1.0,275040.0,0.226,6k5wiT5l9DK8iZmhvEvoqo,1,2023
0.769,167.969,0.771,latin,-3.504,0.345,0.931,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",4.0,0.0694,68,El Efecto (Remix),El Efecto - Remix,1.57e-05,0.0,0.0,289899.0,0.18,74j34STf8L6uADnTN69ohv,1,2019
0.88,180.011,0.72,latin,-2.834,0.153,0.463,"Peso Pluma, Anitta",4.0,0.101,75,BELLAKEO,BELLAKEO,0.06,1.0,9.0,197333.0,0.0562,05WVKTdZhlIMX4qqMLuo0f,1,2023
0.672,93.999,0.817,latin,-5.612,0.13,0.774,"Myke Towers, Farruko, Arcángel, Sech, Zion",4.0,0.299,72,Si Se da Remix,Si Se Da - Remix,0.0,0.0,11.0,332240.0,0.441,6K5BsR04ijf3FHNzjbaagD,1,2019
0.543,98.992,0.898,latin,-8.317,0.338,0.359,"Cazzu, Lyanno, Rauw Alejandro, Dalex",4.0,0.121,71,Error 93,Nada,0.000623,0.0,6.0,305114.0,0.343,7DOh0tBGnyMt6C5OO7o8Yq,1,2019
0.709,99.993,0.725,latin,-5.017,0.114,0.648,"Rvssian, Rauw Alejandro, Ayra Starr",4.0,0.129,79,Santa,Santa,0.000189,0.0,3.0,193039.0,0.321,5bi0gh89wRuH2OgjdAKFsb,1,2024
0.766,96.037,0.88,latin,-2.906,0.382,0.594,"Ozuna, Bad Gyal",4.0,0.0505,69,Guay,Guay,1.79e-05,0.0,1.0,210788.0,0.0881,1S3SAFqLBWk3HaR5UyXp43,1,2024
0.671,169.727,0.714,latin,-5.119,0.325,0.641,"KEVIN ROLDAN, Bryant Myers, Lyanno",4.0,0.362,69,KrING,HASTA ABAJO,0.0,1.0,5.0,229827.0,0.292,4PEfJZpVjdclfzZ9XO8uDw,1,2019
0.617,173.97,0.703,latin,-5.696,0.433,0.486,"iZaak, JHAYCO, Anuel AA",4.0,0.151,75,BBY BOO (REMIX),BBY BOO - REMIX,6.11e-06,1.0,5.0,275862.0,0.215,43PiEypaceH339CSNiggyj,1,2024
0.626,100.02,0.763,latin,-5.637,0.205,0.78,Cris Mj,4.0,0.0433,85,SI NO ES CONTIGO,SI NO ES CONTIGO,0.225,0.0,5.0,156171.0,0.0859,5Uptvz6j1sjDKxidAcnH2L,1,2024
0.499,99.986,0.791,latin,-8.472,0.0899,0.669,"FloyyMenor, Cris Mj",4.0,0.0509,87,Gata Only,Gata Only,2.41e-05,0.0,8.0,222000.0,0.446,6XjDF6nds4DE2BBbagZol6,1,2024
0.476,129.992,0.793,latin,-10.515,0.115,0.578,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",4.0,0.0406,75,ELOVRGA,ELOVRGA,0.0,0.0,5.0,194769.0,0.132,2TJKY0WSFufZOzbRNgl6zE,1,2023
0.71,92.009,0.535,latin,-2.978,0.141,0.523,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",4.0,0.324,70,The Academy,Porno,0.0,0.0,1.0,212653.0,0.428,34ZngZgo8xicbt1EE8Ob8Z,1,2019
0.779,128.028,0.937,latin,-3.539,0.0408,0.95,"Luis R Conriquez, Joel De La P, Chimbala",4.0,0.329,71,Que Se Cuide,Que Se Cuide,6.85e-05,0.0,4.0,155625.0,0.22,22jhscHs2DoVqKG5vKJytQ,1,2024
0.583,115.221,0.669,latin,-8.949,0.1,0.271,"Victor Mendivil, Oscar Maydon",4.0,0.269,83,Mejores Jordans,Mejores Jordans,2.54e-06,1.0,1.0,234716.0,0.603,1cZHUhGz7xJ8c4szDipipd,1,2024
0.496,100.025,0.696,latin,-7.532,0.0626,0.476,"FloyyMenor, Lewis Somes",4.0,0.0365,76,EL COMIENZO,APAGA EL CEL,0.000397,0.0,9.0,184806.0,0.273,0ZS96pPRLyGUViVi5PWCAR,1,2024
0.86,100.019,0.774,latin,-2.888,0.116,0.446,"Feid, ATL Jacob",4.0,0.13,88,FERXXOCALIPSIS,LUNA,0.0,0.0,7.0,196800.0,0.131,7bywjHOc0wSjGGbj04XbVi,1,2023
0.507,99.994,0.755,latin,-6.76,0.18,0.606,"FloyyMenor, Lewis Somes",4.0,0.0684,76,EL COMIENZO,TU TA RICA,1.82e-05,0.0,3.0,124806.0,0.293,27bcRgu0wnDteieWlLCxc8,1,2024
0.599,86.533,0.828,brazilian,-1.624,0.0775,0.478,"MC L da Vinte, MC Gury",5.0,0.149,73,Parado no Bailão,Parado no Bailão,0.0,1.0,11.0,171692.0,0.381,3Hb9kUdm4yf839Fle4RIdT,1,2018
0.827,129.949,0.956,brazilian,1.295,0.423,0.614,"Mc Delux, DJ Guih Da ZO",4.0,0.222,70,Se Voce Nao Quer Passa a Vez,Se Voce Nao Quer Passa a Vez,0.000259,1.0,9.0,133846.0,0.136,7snnTlaWaN39nfN1PhUaT8,1,2022
0.99,126.015,0.748,brazilian,-2.39,0.267,0.386,"6YNTHMANE, RXDXVIL",4.0,0.151,72,BRAZILIAN DANÇA PHONK,BRAZILIAN DANÇA PHONK,0.132,1.0,1.0,118194.0,0.303,6yVjjQA31SLM1kc4j5jPwF,1,2023
